id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,not_compliant,status,inactive_loans,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,pub_rec_zero,collections_12_mths_zero,short_emp,payment_inc_ratio,final_d,last_delinq_none,last_record_none,last_major_derog_none
11306397,13218561,4800,4800,4800, 36 months,16.24,169.33,C,C5,Account Services,8 years,RENT,34000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11306397,,debt_consolidation,Debt consolidation,761xx,TX,22.98,0,19911101T000000,2,81,64,5,1,3812,60.5,26,w,0,0,5110.49,5110.49,4800,310.49,0,0,0,20140701T000000,4433.17,,20140701T000000,0,,1,0,Fully Paid,1,0,9,4,1,1,0,1,0,5.97635,20170101T000000,0,0,1
11266323,13178504,10000,10000,10000, 36 months,14.47,344.07,C,C2,served,10+ years,OWN,47000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11266323,,debt_consolidation,Debt consolidation,972xx,OR,7.2,0,19960701T000000,1,,71,10,1,8829,43.3,20,w,0,0,10466,10466,10000,466.04,0,0,0,20140601T000000,9433.83,,20140501T000000,0,,1,0,Fully Paid,1,0,11,4,0.4,1,0,1,0,8.78477,20170101T000000,1,0,1
11286385,13198564,13375,13375,13375, 36 months,16.99,476.79,D,D1,hybrid machine operator,2 years,RENT,43052,Not Verified,20140101T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11286385,,other,Other,117xx,NY,18.62,0,20090901T000000,1,,,5,0,9925,82,8,w,0,0,2383.95,2383.95,1478.39,905.56,0,0,0,20140701T000000,476.79,,20141201T000000,0,,1,0,Charged Off,1,1,3,3,0.2,1,1,1,0,13.2897,20170101T000000,1,1,1
11316416,13228600,10000,10000,9975, 36 months,8.9,317.54,A,A5,central office tech,10+ years,MORTGAGE,98000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11316416,,debt_consolidation,Debt consolidation,207xx,MD,4.14,0,19990701T000000,1,75,,4,0,17117,75.1,13,w,0,0,10480.8,10454.6,10000,480.79,0,0,0,20140901T000000,8575.55,,20140801T000000,0,,1,0,Fully Paid,1,0,11,6,1,1,1,1,0,3.88824,20170101T000000,0,1,1
11326461,13238626,3200,3200,3200, 36 months,13.98,109.34,C,C1,Executive Chef,8 years,RENT,72000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11326461,,other,Other,339xx,FL,11.05,0,19980801T000000,1,75,74,5,1,2708,55.3,24,f,0,0,3237.28,3237.28,3200,37.28,0,0,0,20140301T000000,3237.28,,20141201T000000,0,75,1,0,Fully Paid,1,0,9,4,0.2,1,0,1,0,1.82233,20170101T000000,0,0,0
11325968,13238123,3050,3050,3050, 36 months,16.24,107.6,C,C5,Banquet captin,9 years,RENT,30000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11325968,,other,Other,109xx,NY,16.52,0,19990901T000000,0,,,6,0,1110,69.4,21,f,0,0,3131.63,3131.63,3050,81.63,0,0,0,20140301T000000,3024.1,,20140401T000000,0,,1,0,Fully Paid,1,0,10,4,1,1,1,1,0,4.304,20170101T000000,1,1,1
11246286,13158455,10000,10000,9950, 36 months,12.85,336.22,B,B4,pro shop,3 years,MORTGAGE,31000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11246286,  Borrower added on 01/28/14 > to pay off credit cards<br><br> Borrower added on 01/28/14 > to pay off credit cards<br><br> Borrower added on 01/28/14 > to pay off credit cards<br>,debt_consolidation,Debt consolidation,381xx,TN,9.95,1,19801101T000000,1,,28,8,1,5467,34,32,f,0,0,10957.2,10902.4,10000,957.21,0,0,0,20141201T000000,7931.23,,20141201T000000,0,23,1,0,Fully Paid,1,0,4,5,0.8,0,0,1,0,13.015,20170101T000000,1,0,0
11236327,13148504,15000,15000,15000, 36 months,21.48,568.83,E,E2,BUYER,8 years,RENT,84000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11236327,,debt_consolidation,Debt consolidation,928xx,CA,14.37,1,20021001T000000,1,10,,14,0,21787,60.2,28,f,0,0,16992,16992,15000,1991.96,0,0,0,20141001T000000,13010.1,,20150201T000000,0,63,1,0,Fully Paid,1,0,9,2,0.4,0,1,1,0,8.12614,20170101T000000,0,1,0
11245222,13157378,4000,4000,4000, 36 months,10.99,130.94,B,B2,Nuclear Medicine Technologist,2 years,MORTGAGE,55000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11245222,,home_improvement,Home improvement,338xx,FL,12.85,0,20020401T000000,1,,,9,0,1883,14.5,30,f,0,0,4391.97,4391.97,4000,391.97,0,0,0,20150201T000000,2951.63,,20150201T000000,0,,1,0,Fully Paid,1,0,3,5,0.4,1,1,1,0,2.85687,20170101T000000,1,1,1
11246372,13158540,35000,35000,35000, 36 months,19.22,1286.86,D,D4,,10+ years,OWN,300000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11246372,  Borrower added on 01/28/14 > My loan will be used to pay the IRS and consolidate some debt.<br>,other,Other,967xx,HI,7.26,0,19860501T000000,0,,,19,0,27641,85.8,44,f,0,0,39610.4,39610.4,35000,4610.45,0,0,0,20141101T000000,29315.6,,20141101T000000,0,,1,0,Fully Paid,1,0,11,3,0.8,1,1,1,0,5.14744,20170101T000000,1,1,1
10954863,12867014,30000,30000,29950, 60 months,16.24,733.38,C,C5,,n/a,MORTGAGE,86160,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10954863,,credit_card,Credit card refinancing,775xx,TX,25.06,0,19800301T000000,2,64,,13,0,39905,88.7,34,f,0,0,33853.3,33796.8,30000,3853.26,0,0,0,20141201T000000,27252.8,,20141101T000000,0,,1,0,Fully Paid,1,0,0,4,1,1,1,1,1,10.2142,20190101T000000,0,1,1
10086808,11938818,24600,24600,24600, 60 months,19.97,651.34,D,D5,Integrated Resource Program Managar,10+ years,OWN,70000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10086808,,debt_consolidation,Debt consolidation,577xx,SD,29.44,0,19850701T000000,0,,,9,0,65738,95.3,26,f,0,0,26994.6,26994.5,24600,2394.55,0,0,0,20140801T000000,23737.8,,20140801T000000,0,,1,0,Fully Paid,1,0,11,3,1,1,1,1,0,11.1658,20190101T000000,1,1,1
10435095,12307211,25000,25000,25000, 60 months,13.98,581.45,C,C1,Investigator,9 years,MORTGAGE,80000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10435095,,debt_consolidation,Debt consolidation,958xx,CA,7.76,0,19900301T000000,0,,,8,0,22932,66.9,11,w,0,0,25865,25865,25000,864.96,0,0,0,20140601T000000,120.61,,20141001T000000,0,,1,0,Fully Paid,1,0,10,4,0.2,1,1,1,0,8.72175,20190101T000000,1,1,1
11015183,12927337,5400,5400,5400, 36 months,13.53,183.33,B,B5,,10+ years,MORTGAGE,110500,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11015183,,debt_consolidation,Debt consolidation,170xx,PA,21.03,0,19881201T000000,1,,,11,0,15875,54.7,52,w,0,0,5991.18,5991.18,5400,591.18,0,0,0,20150101T000000,4157.88,,20150201T000000,0,,1,0,Fully Paid,1,0,11,5,1,1,1,1,0,1.99091,20170201T000000,1,1,1
10726276,12618366,7000,7000,7000, 36 months,9.67,224.79,B,B1,Bus Driver,3 years,RENT,20000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10726276,,credit_card,Credit card refinancing,802xx,CO,25.87,0,20020501T000000,0,,,11,0,5539,30.6,17,w,0,0,7412.66,7412.66,7000,412.66,0,0,0,20141001T000000,5839.13,,20141001T000000,0,,1,0,Fully Paid,1,0,4,5,0.2,1,1,1,0,13.4874,20170201T000000,1,1,1
10696033,12588133,16825,16825,16825, 60 months,14.47,395.61,C,C2,COTA,2 years,MORTGAGE,65000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10696033,,debt_consolidation,Debt consolidation,112xx,NY,15.47,0,20011001T000000,0,35,,14,0,2768,21.3,31,w,0,0,18195.4,18195.4,16825,1370.37,0,0,0,20140901T000000,15821.7,,20140901T000000,0,,1,0,Fully Paid,1,0,3,4,0.4,1,1,1,0,7.30357,20190101T000000,0,1,1
11246419,13158588,13000,13000,13000, 36 months,10.99,425.55,B,B2,teacher,10+ years,RENT,62000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11246419,,debt_consolidation,Debt consolidation,342xx,FL,27.39,0,20010801T000000,0,,,9,0,19642,55.5,26,w,0,0,14061.1,14061.1,13000,1061.14,0,0,0,20141201T000000,10231.2,,20150201T000000,0,,1,0,Fully Paid,1,0,11,5,0.4,1,1,1,0,8.23645,20170101T000000,1,1,1
11325300,13237457,10000,10000,10000, 36 months,17.57,359.38,D,D2,Letter Carrier ,5 years,OWN,55000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11325300,,car,Car financing,701xx,LA,12.76,0,20070701T000000,0,,,4,0,3520,31.4,5,w,0,0,10700.5,10700.5,10000,700.45,0,0,0,20140701T000000,9262.93,,20150201T000000,0,,1,0,Fully Paid,1,0,6,3,0.4,1,1,1,0,7.84102,20170101T000000,1,1,1
11306295,13218458,12650,12650,12650, 36 months,19.22,465.11,D,D4,Real Estate Specialist,7 years,MORTGAGE,53000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11306295,,debt_consolidation,Debt consolidation,812xx,CO,14.55,0,19920201T000000,2,61,55,12,1,4451,51.2,35,f,0,0,14722.4,14722.4,12650,2072.41,0,0,0,20150101T000000,10071.3,,20150201T000000,0,61,1,0,Fully Paid,1,0,8,3,0.8,1,0,1,0,10.5308,20170101T000000,0,0,0
11316303,13228484,9600,9600,9600, 36 months,11.99,318.82,B,B3,Employment Coordinator,2 years,RENT,40000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11316303,,debt_consolidation,Debt consolidation,960xx,CA,21.57,1,20030201T000000,1,23,,11,0,7631,51.2,20,w,0,0,10381.2,10381.2,9600,781.21,0,0,0,20141101T000000,7830.65,,20150201T000000,0,23,1,0,Fully Paid,1,0,3,5,0.6,0,1,1,0,9.5646,20170101T000000,0,1,0
11296258,13208437,29975,29975,29975, 60 months,20.5,802.52,E,E1,Operating engineer,10+ years,MORTGAGE,108000,Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11296258,  Borrower added on 01/28/14 > Will consolidate my CC into one payment and get a hold on my spending.<br>,debt_consolidation,Debt consolidation,109xx,NY,23.39,0,19940801T000000,1,48,,24,0,55292,31.5,40,f,0,0,6572.67,6572.67,886.31,1521.25,0,4165.11,41.6511,20140501T000000,802.52,,20141001T000000,0,,1,0,Charged Off,1,1,11,2,0.2,1,1,1,0,8.91689,20190201T000000,0,1,1
11316208,13228389,8850,8850,8850, 36 months,13.53,300.46,B,B5,Environmental Protection Specialist,10+ years,RENT,84000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11316208,,debt_consolidation,Debt consolidation,853xx,AZ,19.54,3,20010801T000000,0,1,,14,0,6480,22.9,24,w,0,0,9047.31,9047.31,8850,197.31,0,0,0,20140401T000000,8746.85,,20140401T000000,0,,1,0,Fully Paid,1,0,11,5,1,0,1,1,0,4.29229,20170101T000000,0,1,1
11326270,13238433,7500,7500,7500, 36 months,6.62,230.28,A,A2,Asset Manager,3 years,RENT,85000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11326270,  Borrower added on 01/28/14 > This loan will be utilized to pay off the remainder of my credit card debt where the interest rates range from 12-22%.<br>,credit_card,Credit card refinancing,462xx,IN,15.49,0,20000901T000000,0,,,20,0,20182,32.2,37,w,0,0,7732.5,7732.5,7500,232.5,0,0,0,20140801T000000,6581.1,,20150201T000000,0,,1,0,Fully Paid,1,0,4,6,0.4,1,1,1,0,3.25101,20170101T000000,1,1,1
11306301,13218464,9100,9100,9100, 36 months,14.98,315.37,C,C3,patient consultant,10+ years,MORTGAGE,70000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11306301,  Borrower added on 01/28/14 > looking to combine high interest credit cards into one loan.<br>,debt_consolidation,Debt consolidation,926xx,CA,12.74,0,20001101T000000,1,,,18,0,26865,52.3,33,f,0,0,9743.17,9743.17,9100,643.17,0,0,0,20140801T000000,8166.32,,20140801T000000,0,,1,0,Fully Paid,1,0,11,4,0.6,1,1,1,0,5.40634,20170101T000000,1,1,1
11326361,13238525,8000,8000,8000, 36 months,17.57,287.5,D,D2,Administrative Law Judge,5 years,MORTGAGE,60000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11326361,  Borrower added on 01/28/14 > This loan is to consolidate my credit card debt.  I had to install a new liner on my pool along with a couple other home renovations which were all put on my credit cards.  This loan will assist in paying off this debt in a shorter time period.<br>,debt_consolidation,Debt consolidation,323xx,FL,10.2,1,20040801T000000,2,18,,7,0,8908,47.9,15,w,0,0,8766.25,8766.25,8000,766.25,0,0,0,20140901T000000,7041.25,,20150201T000000,0,,1,0,Fully Paid,1,0,6,3,0.4,0,1,1,0,5.75,20170101T000000,0,1,1
11325563,13237722,11000,11000,11000, 36 months,11.99,365.31,B,B3,Controller,6 years,MORTGAGE,116000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11325563,,credit_card,Credit card refinancing,080xx,NJ,11.75,3,19930301T000000,1,5,,5,0,10868,98.8,30,w,0,0,11763.8,11763.8,11000,763.77,0,0,0,20150101T000000,2110.67,,20150201T000000,0,11,1,0,Fully Paid,1,0,7,5,0.6,0,1,1,0,3.77907,20170101T000000,0,1,0
